nama_pintu_air,lokasi,latitude,longitude,tanggal,tinggi_air,status_siaga
P.A. Jembatan Merah,Ciliwung,-6.149068,106.834214,11/02/2018 12:00,1780,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6.129859,106.831254,11/02/2018 12:00,1730,Normal
P.A. Hek,Kali Baru Timur,-6.287305,106.87063,11/02/2018 12:00,1690,Siaga 3
PS. Cibogo,Ciliwung,-6.657083,106.878083,11/02/2018 12:20,300,Normal
PS. Katulampa (Hulu),Ciliwung,-6.633167,106.836806,11/02/2018 12:10,430,Normal
PS. Depok,Ciliwung,-6.40042,106.831524,11/02/2018 12:10,1270,Normal
PS. Kp. Melayu,Ciliwung,-6.225753,106.864228,11/02/2018 12:10,5190,Normal
PA. Manggarai,Ciliwung,-6.207825,106.848458,11/02/2018 12:10,6540,Normal
PS. Krukut Hulu,Krukut,-6.3439,106.798874,11/02/2018 12:10,650,Normal
Pompa Cideng,Krukut,-6.173271,106.806351,11/02/2018 12:10,-380,Normal
P.A. Karet,Banjir Kanal Barat,-6.197901,106.810075,11/02/2018 12:10,3870,Normal
P.A. Marina Ancol ,Laut,-6.125585,106.830154,11/02/2018 12:00,1290,Normal
Pompa Pasar Ikan,Laut,-6.126132,106.809783,11/02/2018 12:10,1790,Siaga 3
P.A. Pluit,Waduk Pluit,-6.109076031,106.796649,11/02/2018 12:10,-1840,Normal
PS. Pesanggrahan,Pesanggrahan,-6.400528,106.831944,11/02/2018 12:10,510,Normal
PS. Angke Hulu,Angke,-6.220047,106.694137,11/02/2018 12:10,250,Normal
Pompa Tanjungan,Tanjungan,-6.106601,106.725045,11/02/2018 12:10,-100,Normal
PS. Sunter Hulu,Sunter,,,11/02/2018 12:20,450,Normal
PA. Pulo Gadung,Sunter,-6.191,106.904194,11/02/2018 12:10,3290,Normal
Pompa Yos Sudarso 1,Sunter Timur,-6.155547,106.885975,11/02/2018 12:10,100,Normal
PS. Cipinang Hulu,Cipinang Hulu,-6.374264,106.883862,0000-00-00 00:00:00,0,Normal
PS. Marunda (Laut),Banjir Kanal Timur,-6.108719,106.969067,0000-00-00 00:00:00,0,Normal
Pompa Kali Duri (Kalijodo),Kali Duri,-6.14232,106.79039,11/02/2018 12:10,2050,Normal
P.A. Istiqlal  ,Ciliwung,-6.168254,106.83135,11/02/2018 12:10,2390,Normal
P.A. Jembatan Merah,Ciliwung,-6.149068,106.834214,11/02/2018 12:10,1760,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6.129859,106.831254,11/02/2018 12:10,1710,Normal
P.A. Hek,Kali Baru Timur,-6.287305,106.87063,11/02/2018 12:10,1730,Siaga 3
PS. Cibogo,Ciliwung,-6.657083,106.878083,11/02/2018 12:20,300,Normal
PS. Katulampa (Hulu),Ciliwung,-6.633167,106.836806,11/02/2018 12:20,430,Normal
PS. Depok,Ciliwung,-6.40042,106.831524,11/02/2018 12:20,1310,Normal
PS. Kp. Melayu,Ciliwung,-6.225753,106.864228,11/02/2018 12:20,5190,Normal
PA. Manggarai,Ciliwung,-6.207825,106.848458,11/02/2018 12:20,6540,Normal
PS. Krukut Hulu,Krukut,-6.3439,106.798874,11/02/2018 12:20,650,Normal
Pompa Cideng,Krukut,-6.173271,106.806351,11/02/2018 12:20,-380,Normal
P.A. Karet,Banjir Kanal Barat,-6.197901,106.810075,11/02/2018 12:20,3870,Normal
P.A. Marina Ancol ,Laut,-6.125585,106.830154,11/02/2018 12:20,1260,Normal
Pompa Pasar Ikan,Laut,-6.126132,106.809783,11/02/2018 12:20,1740,Siaga 3
P.A. Pluit,Waduk Pluit,-6.109076031,106.796649,11/02/2018 12:20,-1840,Normal
PS. Pesanggrahan,Pesanggrahan,-6.400528,106.831944,11/02/2018 12:20,510,Normal
PS. Angke Hulu,Angke,-6.220047,106.694137,11/02/2018 12:20,250,Normal
Pompa Tanjungan,Tanjungan,-6.106601,106.725045,11/02/2018 12:20,-100,Normal
PS. Sunter Hulu,Sunter,,,11/02/2018 12:30,450,Normal
PA. Pulo Gadung,Sunter,-6.191,106.904194,11/02/2018 12:20,3290,Normal
Pompa Yos Sudarso 1,Sunter Timur,-6.155547,106.885975,11/02/2018 12:20,100,Normal
PS. Cipinang Hulu,Cipinang Hulu,-6.374264,106.883862,0000-00-00 00:00:00,0,Normal
PS. Marunda (Laut),Banjir Kanal Timur,-6.108719,106.969067,0000-00-00 00:00:00,0,Normal
Pompa Kali Duri (Kalijodo),Kali Duri,-6.14232,106.79039,11/02/2018 12:20,2040,Normal
P.A. Istiqlal  ,Ciliwung,-6.168254,106.83135,11/02/2018 12:20,2370,Normal
P.A. Jembatan Merah,Ciliwung,-6.149068,106.834214,11/02/2018 12:20,1750,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6.129859,106.831254,11/02/2018 12:20,1700,Normal
P.A. Hek,Kali Baru Timur,-6.287305,106.87063,11/02/2018 12:20,1710,Siaga 3
PS. Cibogo,Ciliwung,-6.657083,106.878083,11/02/2018 12:40,300,Normal
PS. Katulampa (Hulu),Ciliwung,-6.633167,106.836806,11/02/2018 12:30,420,Normal
PS. Depok,Ciliwung,-6.40042,106.831524,11/02/2018 12:30,1320,Normal
PS. Kp. Melayu,Ciliwung,-6.225753,106.864228,11/02/2018 12:30,5190,Normal
PA. Manggarai,Ciliwung,-6.207825,106.848458,11/02/2018 12:30,6540,Normal
PS. Krukut Hulu,Krukut,-6.3439,106.798874,11/02/2018 12:30,660,Normal
Pompa Cideng,Krukut,-6.173271,106.806351,11/02/2018 12:30,-380,Normal
P.A. Karet,Banjir Kanal Barat,-6.197901,106.810075,11/02/2018 12:30,3870,Normal
P.A. Marina Ancol ,Laut,-6.125585,106.830154,11/02/2018 12:30,1240,Normal
Pompa Pasar Ikan,Laut,-6.126132,106.809783,11/02/2018 12:30,1790,Siaga 3
P.A. Pluit,Waduk Pluit,-6.109076031,106.796649,11/02/2018 12:30,-1840,Normal
PS. Pesanggrahan,Pesanggrahan,-6.400528,106.831944,11/02/2018 12:30,510,Normal
PS. Angke Hulu,Angke,-6.220047,106.694137,11/02/2018 12:30,250,Normal
Pompa Tanjungan,Tanjungan,-6.106601,106.725045,11/02/2018 12:30,-100,Normal
PS. Sunter Hulu,Sunter,,,11/02/2018 12:40,450,Normal
PA. Pulo Gadung,Sunter,-6.191,106.904194,11/02/2018 12:30,3290,Normal
Pompa Yos Sudarso 1,Sunter Timur,-6.155547,106.885975,11/02/2018 12:30,100,Normal
PS. Cipinang Hulu,Cipinang Hulu,-6.374264,106.883862,0000-00-00 00:00:00,0,Normal
PS. Marunda (Laut),Banjir Kanal Timur,-6.108719,106.969067,0000-00-00 00:00:00,0,Normal
Pompa Kali Duri (Kalijodo),Kali Duri,-6.14232,106.79039,11/02/2018 12:30,2040,Normal
P.A. Istiqlal  ,Ciliwung,-6.168254,106.83135,11/02/2018 12:30,2120,Normal
P.A. Jembatan Merah,Ciliwung,-6.149068,106.834214,11/02/2018 12:30,1740,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6.129859,106.831254,11/02/2018 12:30,1670,Normal
P.A. Hek,Kali Baru Timur,-6.287305,106.87063,11/02/2018 12:30,1690,Siaga 3
PS. Cibogo,Ciliwung,-6.657083,106.878083,11/02/2018 12:50,290,Normal
PS. Katulampa (Hulu),Ciliwung,-6.633167,106.836806,11/02/2018 12:40,420,Normal
PS. Depok,Ciliwung,-6.40042,106.831524,11/02/2018 12:40,1320,Normal
PS. Kp. Melayu,Ciliwung,-6.225753,106.864228,11/02/2018 12:40,5190,Normal
PA. Manggarai,Ciliwung,-6.207825,106.848458,11/02/2018 12:40,6530,Normal
PS. Krukut Hulu,Krukut,-6.3439,106.798874,11/02/2018 12:40,660,Normal
Pompa Cideng,Krukut,-6.173271,106.806351,11/02/2018 12:40,-380,Normal
P.A. Karet,Banjir Kanal Barat,-6.197901,106.810075,11/02/2018 12:40,3870,Normal
P.A. Marina Ancol ,Laut,-6.125585,106.830154,11/02/2018 12:40,1230,Normal
Pompa Pasar Ikan,Laut,-6.126132,106.809783,11/02/2018 12:40,1710,Siaga 3
P.A. Pluit,Waduk Pluit,-6.109076031,106.796649,11/02/2018 12:40,-1850,Normal
PS. Pesanggrahan,Pesanggrahan,-6.400528,106.831944,11/02/2018 12:40,510,Normal
PS. Angke Hulu,Angke,-6.220047,106.694137,11/02/2018 12:40,250,Normal
Pompa Tanjungan,Tanjungan,-6.106601,106.725045,11/02/2018 12:40,-100,Normal
PS. Sunter Hulu,Sunter,,,11/02/2018 12:40,450,Normal
PA. Pulo Gadung,Sunter,-6.191,106.904194,11/02/2018 12:40,3290,Normal
Pompa Yos Sudarso 1,Sunter Timur,-6.155547,106.885975,11/02/2018 12:40,100,Normal
PS. Cipinang Hulu,Cipinang Hulu,-6.374264,106.883862,0000-00-00 00:00:00,0,Normal
PS. Marunda (Laut),Banjir Kanal Timur,-6.108719,106.969067,0000-00-00 00:00:00,0,Normal
Pompa Kali Duri (Kalijodo),Kali Duri,-6.14232,106.79039,11/02/2018 12:40,2030,Normal
P.A. Istiqlal  ,Ciliwung,-6.168254,106.83135,11/02/2018 12:40,2090,Normal
P.A. Jembatan Merah,Ciliwung,-6.149068,106.834214,11/02/2018 12:40,1730,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6.129859,106.831254,11/02/2018 12:40,1660,Normal
P.A. Hek,Kali Baru Timur,-6.287305,106.87063,11/02/2018 12:40,1690,Siaga 3
PS. Cibogo,Ciliwung,-6.657083,106.878083,11/02/2018 13:00,300,Normal
PS. Katulampa (Hulu),Ciliwung,-6.633167,106.836806,11/02/2018 12:50,420,Normal
PS. Depok,Ciliwung,-6.40042,106.831524,11/02/2018 12:50,1320,Normal
PS. Kp. Melayu,Ciliwung,-6.225753,106.864228,11/02/2018 12:50,5190,Normal
PA. Manggarai,Ciliwung,-6.207825,106.848458,11/02/2018 12:50,6530,Normal
PS. Krukut Hulu,Krukut,-6.3439,106.798874,11/02/2018 12:50,670,Normal
Pompa Cideng,Krukut,-6.173271,106.806351,11/02/2018 12:50,-380,Normal
P.A. Karet,Banjir Kanal Barat,-6.197901,106.810075,11/02/2018 12:50,3870,Normal
P.A. Marina Ancol ,Laut,-6.125585,106.830154,11/02/2018 12:50,1220,Normal
Pompa Pasar Ikan,Laut,-6.126132,106.809783,11/02/2018 12:50,1730,Siaga 3
P.A. Pluit,Waduk Pluit,-6.109076031,106.796649,11/02/2018 12:50,-1860,Normal
PS. Pesanggrahan,Pesanggrahan,-6.400528,106.831944,11/02/2018 12:50,510,Normal
PS. Angke Hulu,Angke,-6.220047,106.694137,11/02/2018 12:50,250,Normal
Pompa Tanjungan,Tanjungan,-6.106601,106.725045,11/02/2018 12:50,-100,Normal
PS. Sunter Hulu,Sunter,,,11/02/2018 12:40,450,Normal
PA. Pulo Gadung,Sunter,-6.191,106.904194,11/02/2018 12:50,3290,Normal
Pompa Yos Sudarso 1,Sunter Timur,-6.155547,106.885975,11/02/2018 12:50,100,Normal
PS. Cipinang Hulu,Cipinang Hulu,-6.374264,106.883862,0000-00-00 00:00:00,0,Normal
PS. Marunda (Laut),Banjir Kanal Timur,-6.108719,106.969067,0000-00-00 00:00:00,0,Normal
Pompa Kali Duri (Kalijodo),Kali Duri,-6.14232,106.79039,11/02/2018 12:50,2030,Normal
P.A. Istiqlal  ,Ciliwung,-6.168254,106.83135,11/02/2018 12:50,2070,Normal
P.A. Jembatan Merah,Ciliwung,-6.149068,106.834214,11/02/2018 12:50,1720,Siaga 2
